0_5vof_A_S000001,-191.0,4.5,4.50
0_5vof_A_S000002,-212.7,4.2,2.71
0_5vof_A_S000003,-219.2,3.9,2.54
0_5vof_A_S000004,-207.8,5.4,2.37
0_5vof_A_S000005,-209.1,1.9,2.69
0_5vof_A_S000006,-206.5,3.0,3.49
0_5vof_A_S000007,-219.0,2.3,8.29
0_5vof_A_S000008,-211.7,6.2,2.92
0_5vof_A_S000009,-217.8,2.3,2.36
0_5vof_A_S000010,-187.5,3.9,3.23
0_5vof_A_S000011,-209.9,2.7,2.48
0_5vof_A_S000012,-208.9,3.5,3.17
0_5vof_A_S000013,-206.7,4.7,3.83
0_5vof_A_S000014,-207.4,3.6,2.09
0_5vof_A_S000015,-216.7,3.0,5.06
0_5vof_A_S000016,-214.8,5.4,2.80
0_5vof_A_S000017,-184.1,4.3,3.37
0_5vof_A_S000018,-211.4,4.0,3.23
0_5vof_A_S000019,-205.6,3.5,2.89
0_5vof_A_S000020,-204.8,2.3,4.23
1_5vof_A_S000001,-197.9,2.7,2.89
1_5vof_A_S000002,-203.5,2.9,3.24
1_5vof_A_S000003,-203.6,3.7,2.83
1_5vof_A_S000004,-203.7,4.4,3.32
1_5vof_A_S000005,-205.1,4.1,3.00
1_5vof_A_S000006,-210.5,3.4,2.38
1_5vof_A_S000007,-204.7,6.9,3.09
1_5vof_A_S000008,-207.0,3.2,2.35
1_5vof_A_S000009,-208.6,8.1,2.88
1_5vof_A_S000010,-198.4,2.5,3.35
1_5vof_A_S000011,-208.1,3.1,3.30
1_5vof_A_S000012,-194.2,4.8,3.28
1_5vof_A_S000013,-208.9,5.8,2.29
1_5vof_A_S000014,-212.5,4.3,3.70
1_5vof_A_S000015,-205.9,8.0,3.33
1_5vof_A_S000016,-208.3,7.4,2.63
1_5vof_A_S000017,-204.2,4.3,2.97
1_5vof_A_S000018,-213.5,5.1,2.90
1_5vof_A_S000019,-211.5,3.1,2.36
1_5vof_A_S000020,-203.0,8.2,3.50
2_5vof_A_S000001,-199.6,3.6,2.63
2_5vof_A_S000002,-202.0,3.5,2.47
2_5vof_A_S000003,-203.8,2.4,2.96
2_5vof_A_S000004,-203.7,3.6,2.51
2_5vof_A_S000005,-209.0,2.0,3.76
2_5vof_A_S000006,-211.2,3.8,2.82
2_5vof_A_S000007,-208.9,5.9,4.96
2_5vof_A_S000008,-204.5,4.7,3.98
2_5vof_A_S000009,-205.4,4.4,3.42
2_5vof_A_S000010,-147.8,24.8,10.99
2_5vof_A_S000011,-203.5,3.6,2.69
2_5vof_A_S000012,-217.8,7.8,3.17
2_5vof_A_S000013,-217.6,3.6,3.71
2_5vof_A_S000014,-208.0,4.8,3.13
2_5vof_A_S000015,-210.0,4.4,3.43
2_5vof_A_S000016,-214.3,5.6,3.22
2_5vof_A_S000017,-213.5,3.7,2.38
2_5vof_A_S000018,-207.6,6.3,2.21
2_5vof_A_S000019,-203.5,7.8,4.52
2_5vof_A_S000020,-206.0,8.2,2.53
3_5vof_A_S000001,-200.6,1.8,2.98
3_5vof_A_S000002,-204.8,4.7,3.57
3_5vof_A_S000003,-215.8,4.2,2.74
3_5vof_A_S000004,-202.0,4.9,4.88
3_5vof_A_S000005,-209.7,5.2,2.63
3_5vof_A_S000006,-222.8,3.2,2.49
3_5vof_A_S000007,-218.2,3.5,2.79
3_5vof_A_S000008,-212.6,7.6,2.51
3_5vof_A_S000009,-203.7,4.1,2.92
3_5vof_A_S000010,-211.5,2.3,2.73
3_5vof_A_S000011,-205.3,2.3,3.12
3_5vof_A_S000012,-204.4,5.1,3.34
3_5vof_A_S000013,-206.5,5.4,2.61
3_5vof_A_S000014,-210.6,2.9,3.78
3_5vof_A_S000015,-205.3,3.8,2.91
3_5vof_A_S000016,-207.4,4.3,2.95
3_5vof_A_S000017,-207.5,3.1,2.79
3_5vof_A_S000018,-222.9,4.3,5.28
3_5vof_A_S000019,-213.6,4.7,3.13
3_5vof_A_S000020,-209.5,5.6,3.33
4_5vof_A_S000001,-196.1,2.6,3.67
4_5vof_A_S000002,-194.9,4.6,3.17
4_5vof_A_S000003,-219.1,2.0,3.45
4_5vof_A_S000004,-213.7,5.8,3.64
4_5vof_A_S000005,-208.6,2.2,2.68
4_5vof_A_S000006,-209.8,6.6,2.68
4_5vof_A_S000007,-196.5,5.3,3.01
4_5vof_A_S000008,-211.2,6.0,2.48
4_5vof_A_S000009,-206.8,5.3,3.00
4_5vof_A_S000010,-190.1,5.9,3.98
4_5vof_A_S000011,-203.9,4.8,2.93
4_5vof_A_S000012,-209.6,5.1,3.33
4_5vof_A_S000013,-220.0,3.7,2.89
4_5vof_A_S000014,-212.8,2.5,2.34
4_5vof_A_S000015,-204.5,8.0,2.95
4_5vof_A_S000016,-210.4,3.1,2.42
4_5vof_A_S000017,-208.3,4.1,3.31
4_5vof_A_S000018,-223.3,2.1,4.60
4_5vof_A_S000019,-206.6,3.3,2.54
4_5vof_A_S000020,-206.7,1.8,3.33
5_5vof_A_S000001,-197.2,5.7,4.13
5_5vof_A_S000002,-206.9,2.0,4.69
5_5vof_A_S000003,-202.9,3.9,3.54
5_5vof_A_S000004,-222.7,2.2,3.17
5_5vof_A_S000005,-201.2,5.9,3.92
5_5vof_A_S000006,-210.4,3.6,2.93
5_5vof_A_S000007,-199.9,3.8,3.94
5_5vof_A_S000008,-208.9,7.6,3.49
5_5vof_A_S000009,-212.1,2.8,2.42
5_5vof_A_S000010,-209.1,6.2,2.71
5_5vof_A_S000011,-202.9,2.5,3.83
5_5vof_A_S000012,-204.9,2.8,2.56
5_5vof_A_S000013,-210.9,4.3,2.72
5_5vof_A_S000014,-209.9,4.7,3.21
5_5vof_A_S000015,-212.0,6.8,2.12
5_5vof_A_S000016,-220.7,2.4,3.45
5_5vof_A_S000017,-213.9,2.2,2.86
5_5vof_A_S000018,-209.8,4.3,4.08
5_5vof_A_S000019,-200.4,5.7,2.94
5_5vof_A_S000020,-214.0,5.1,2.62
6_5vof_A_S000001,-190.9,5.5,3.71
6_5vof_A_S000002,-212.3,3.9,3.20
6_5vof_A_S000003,-199.1,6.2,2.42
6_5vof_A_S000004,-199.6,5.8,3.24
6_5vof_A_S000005,-200.2,6.2,2.55
6_5vof_A_S000006,-218.2,2.0,2.57
6_5vof_A_S000007,-206.7,4.0,2.46
6_5vof_A_S000008,-202.1,4.2,2.85
6_5vof_A_S000009,-203.2,2.9,3.64
6_5vof_A_S000010,-215.3,3.2,3.93
6_5vof_A_S000011,-203.9,4.5,3.13
6_5vof_A_S000012,-210.6,3.7,3.30
6_5vof_A_S000013,-202.8,3.3,2.86
6_5vof_A_S000014,-219.2,2.8,2.52
6_5vof_A_S000015,-211.8,7.3,2.41
6_5vof_A_S000016,-208.9,4.4,2.70
6_5vof_A_S000017,-205.9,6.3,2.70
6_5vof_A_S000018,-208.0,3.5,3.42
6_5vof_A_S000019,-210.1,8.1,3.33
6_5vof_A_S000020,-208.9,5.1,2.95
7_5vof_A_S000001,-208.9,3.6,3.68
7_5vof_A_S000002,-203.2,5.4,3.56
7_5vof_A_S000003,-205.6,3.1,3.10
7_5vof_A_S000004,-206.9,3.0,4.01
7_5vof_A_S000005,-204.3,2.9,4.25
7_5vof_A_S000006,-204.5,7.1,3.20
7_5vof_A_S000007,-191.6,2.9,2.75
7_5vof_A_S000008,-206.5,8.8,2.65
7_5vof_A_S000009,-209.1,2.1,4.33
7_5vof_A_S000010,-205.8,3.9,3.44
7_5vof_A_S000011,-206.7,6.9,2.92
7_5vof_A_S000012,-209.8,5.5,2.96
7_5vof_A_S000013,-215.7,3.6,4.30
7_5vof_A_S000014,-210.2,3.4,2.37
7_5vof_A_S000015,-204.5,3.0,4.06
7_5vof_A_S000016,-195.2,5.8,3.56
7_5vof_A_S000017,-206.3,3.2,3.07
7_5vof_A_S000018,-212.6,4.1,4.12
7_5vof_A_S000019,-202.6,6.1,2.13
7_5vof_A_S000020,-204.5,4.6,4.06
8_5vof_A_S000001,-199.6,6.2,4.08
8_5vof_A_S000002,-206.0,7.9,3.43
8_5vof_A_S000003,-202.3,3.6,3.32
8_5vof_A_S000004,-210.7,5.5,2.78
8_5vof_A_S000005,-204.4,3.3,3.81
8_5vof_A_S000006,-206.5,2.7,3.21
8_5vof_A_S000007,-207.2,6.1,3.78
8_5vof_A_S000008,-206.6,2.8,3.27
8_5vof_A_S000009,-168.4,13.1,4.27
8_5vof_A_S000010,-207.8,2.3,2.98
8_5vof_A_S000011,-206.6,4.4,2.70
8_5vof_A_S000012,-203.1,5.3,2.61
8_5vof_A_S000013,-203.2,3.2,4.55
8_5vof_A_S000014,-205.3,2.6,3.27
8_5vof_A_S000015,-211.4,5.4,3.90
8_5vof_A_S000016,-204.8,6.4,2.43
8_5vof_A_S000017,-208.5,3.0,3.22
8_5vof_A_S000018,-207.5,1.8,3.61
8_5vof_A_S000019,-216.7,3.2,2.84
8_5vof_A_S000020,-209.8,3.0,2.66
9_5vof_A_S000001,-198.4,2.2,3.87
9_5vof_A_S000002,-202.4,2.9,4.43
9_5vof_A_S000003,-198.7,4.8,3.47
9_5vof_A_S000004,-203.9,3.9,3.40
9_5vof_A_S000005,-199.0,4.3,2.97
9_5vof_A_S000006,-207.4,8.4,3.35
9_5vof_A_S000007,-215.0,2.5,3.27
9_5vof_A_S000008,-212.7,3.2,4.15
9_5vof_A_S000009,-204.1,2.8,3.44
9_5vof_A_S000010,-205.2,5.3,3.01
9_5vof_A_S000011,-206.2,3.2,2.72
9_5vof_A_S000012,-202.3,9.5,4.74
9_5vof_A_S000013,-205.1,5.4,2.71
9_5vof_A_S000014,-214.9,4.0,2.84
9_5vof_A_S000015,-206.5,4.4,3.32
9_5vof_A_S000016,-213.1,5.8,4.00
9_5vof_A_S000017,-205.4,6.0,2.87
9_5vof_A_S000018,-208.0,3.7,3.06
9_5vof_A_S000019,-205.4,6.6,2.46
9_5vof_A_S000020,-205.5,5.1,3.49
