0_1xjr_A_S000001,-241.9,8.0,10.00
0_1xjr_A_S000002,-246.2,8.5,9.04
0_1xjr_A_S000003,-253.8,10.8,7.66
0_1xjr_A_S000004,-254.3,10.2,9.28
0_1xjr_A_S000005,-251.0,11.6,8.70
0_1xjr_A_S000006,-251.2,8.0,8.19
0_1xjr_A_S000007,-257.5,7.9,9.77
0_1xjr_A_S000008,-252.0,10.1,9.12
0_1xjr_A_S000009,-258.1,13.2,9.38
0_1xjr_A_S000010,-257.5,5.4,9.21
0_1xjr_A_S000011,-253.6,6.1,9.69
0_1xjr_A_S000012,-257.3,11.0,9.95
0_1xjr_A_S000013,-236.8,9.1,8.99
0_1xjr_A_S000014,-251.6,15.1,9.49
0_1xjr_A_S000015,-260.5,7.6,9.00
0_1xjr_A_S000016,-253.2,7.8,11.36
0_1xjr_A_S000017,-252.3,7.0,9.62
0_1xjr_A_S000018,-258.2,11.5,8.82
0_1xjr_A_S000019,-262.6,10.6,8.81
0_1xjr_A_S000020,-261.1,11.1,10.00
1_1xjr_A_S000001,-243.5,7.9,9.82
1_1xjr_A_S000002,-247.5,9.8,8.94
1_1xjr_A_S000003,-258.5,7.3,10.17
1_1xjr_A_S000004,-271.4,7.1,9.51
1_1xjr_A_S000005,-236.1,6.6,9.76
1_1xjr_A_S000006,-255.9,11.3,9.08
1_1xjr_A_S000007,-254.4,6.3,8.24
1_1xjr_A_S000008,-270.8,6.0,9.62
1_1xjr_A_S000009,-258.5,4.3,8.91
1_1xjr_A_S000010,-253.3,7.4,9.21
1_1xjr_A_S000011,-253.5,11.1,8.65
1_1xjr_A_S000012,-244.1,9.2,9.16
1_1xjr_A_S000013,-255.5,15.6,9.45
1_1xjr_A_S000014,-266.6,8.9,9.38
1_1xjr_A_S000015,-261.5,7.9,9.72
1_1xjr_A_S000016,-255.4,10.3,9.61
1_1xjr_A_S000017,-246.7,7.3,7.54
1_1xjr_A_S000018,-265.5,6.5,9.07
1_1xjr_A_S000019,-252.8,6.9,10.07
1_1xjr_A_S000020,-253.1,9.6,8.45
2_1xjr_A_S000001,-227.7,15.9,8.46
2_1xjr_A_S000002,-252.9,5.6,10.94
2_1xjr_A_S000003,-276.3,7.5,8.98
2_1xjr_A_S000004,-254.7,7.4,9.67
2_1xjr_A_S000005,-253.9,8.4,9.24
2_1xjr_A_S000006,-255.5,8.6,9.32
2_1xjr_A_S000007,-257.3,7.2,8.20
2_1xjr_A_S000008,-256.4,6.8,8.61
2_1xjr_A_S000009,-259.7,7.1,9.85
2_1xjr_A_S000010,-258.9,6.1,9.04
2_1xjr_A_S000011,-257.1,9.1,9.18
2_1xjr_A_S000012,-255.5,8.5,10.21
2_1xjr_A_S000013,-259.9,11.2,8.03
2_1xjr_A_S000014,-258.8,4.6,9.73
2_1xjr_A_S000015,-253.3,10.8,9.60
2_1xjr_A_S000016,-254.2,8.2,8.90
2_1xjr_A_S000017,-255.7,8.8,9.31
2_1xjr_A_S000018,-257.7,6.0,8.74
2_1xjr_A_S000019,-246.9,8.9,9.42
2_1xjr_A_S000020,-266.4,8.2,9.84
3_1xjr_A_S000001,-236.2,15.1,8.57
